,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
268,Mohalla Tech,2015.0,Bangalore,Social media,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.","Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital,$266000000,Series G,
269,Stack,2020.0,Bangalore,Financial Services,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Smriti Tomar, Tushar Vyas","Y Combinator, Harvard Management",$4500000,Seed,
270,PropReturns,2020.0,Mumbai,Real Estate,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,"Jayant Panwar, Kenish Shah","Y Combinator﻿, ﻿Goodwater Capital",$1200000,,
271,WeSkill,2020.0,Gurugram,E-learning,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",$4000000,Pre-seed,
272,Fitpage,2020.0,Mumbai,"Health, Wellness & Fitness","An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",Vikas Singh,"Astra Ventures, Gaurav Jaitly",$300000,,
273,ShopMyLooks,2021.0,Noida,Digital platform,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,Rohit Jaiswal,"Capital A, Collective Artists Network",$200000,,
274,ByteLearn,2021.0,Noida,E-learning,AI powered teaching assistant for 100 Mn teachers across the world,,"Aditya Singhal, Nishant Sinha",$9500000,Seed,
275,Dista,2017.0,Pune,Computer Software,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,"Nishant Kumar, Shishir Gokhale, Deepak Garg",Pentathlon Ventures,$1200000,Seed,
276,OfBusiness,2015.0,Gurugram,Financial Services,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.","Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",$325000000,,
277,Bizongo,2015.0,Mumbai,B2B Ecommerce,izongo is India’s largest B2B platform for made-to-order products.,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global,$100000000,Series D,
278,FRND,2019.0,Bangalore,Online Media,FRND is an audio dating app for Bharat,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,$6500000,Series A,
279,Metadome,2017.0,Bangalore,Computer Software,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.","Kanav Singla, Prashant Sinha, Shorya Mahajan","Chiratae Ventures, Lenskart Vision Fund",$4000000,Pre-series A,
280,Keka HR,2014.0,Hyderabad,Information Technology & Services,Keka is a simple and intuitive HR software unlike the traditional HR systems.,Vijay Yalamanchili,Recur Club,$1600000,,
281,The Gourmet Jar,2012.0,Noida,Food & Beverages,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",Apeksha Jain,DevX Venture Fund,$150000,,
282,Flo Mobility,2019.0,Bangalore,Industrial Automation,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.","Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",$400000,,
283,Yodacart,2019.0,Thane,E-commerce,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,Vikas Sharma,Ajith Daneil,$225000,Pre-seed,
284,TheHouseMonk,2019.0,Bangalore,Real Estate,A complete property management software platform for team&customers.,"Ajay Kumar, Balaji Varadharajan",Aurum Proptech,$5000000,,
285,Zepto,2021.0,Bangalore,E-commerce,"Ability to consistently deliver 2,500+ products in 10 minutes flat.","Aadit Palicha, Kaivalya Vohra",Y-Combinator,$100000000,,
286,Sirona Hygiene,2015.0,New Delhi,"Health, Wellness & Fitness","An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",Deep Bajaj,The Good Glamm Group,$10000000,,
287,Jumbotail,2015.0,Bangalore,B2B Ecommerce,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores","S Karthik Venkateswaran, Ashish Jhina",Invus,$85000000,Series C,
288,Captain Fresh,2019.0,Bangalore,Logistics & Supply Chain,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Tiger Global, Prosus Ventures",$40000000,Series B,
289,Deciwood,2018.0,New Delhi,Consumer Electronics,"Deciwood makes Eco-friendly wooden speakers using latest technology of Energy tube to enhance sound quality, all products are handmade by skilled people of the industry.",Ananya Meena,"Shuru Up, Ankit Kedia, Arun Gupta",$200000,,
290,Kohbee,2019.0,Bangalore,E-learning,"Kohbee is a mobile app for online trainers and educators to run their online business, end to end.","Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal",$235000,Pre-seed,
291,Perfora,2021.0,Gurugram,Consumer Goods,"Building a disruptive, modern, and functional oral care brand for consumers in India and globally.","Tushar Khurana, Jatan Bawa",Sauce.vc,$260000,Pre-seed,
292,Unbox Robotics,2019.0,Pune,Logistics & Supply Chain,Unbox Robotics is building software-defined robotics platforms to enable logistics players to automate and radically improve their operations on-demand in a limited footprint and capital.,"Pramod Ghadge, Shahid Memon, Rohit Pitale","3one4 Capital, Sixth Sense Ventures",$7000000,Series A,
293,Ninety One,2015.0,Ahmedabad,Consumer Goods,"Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.","Sachin Chopra, Vishal Chopra",A91 Partners,$30000000,Series A,
294,Gobillion,2020.0,New Delhi,Social commerce,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund",$2900000,Seed,
295,RIPPLR,2019.0,Bangalore,Logistics & Supply Chain,India’s first Plug-n-Play distribution ecosystem for brands,"Abhishek Nehru, Santosh Dabke","Sojitz Corporation, Stride Ventures",$12000000,Pre-series B,
296,SK Finance,1994.0,Jaipur,Financial Services,SK Finance is a leading player in vehicle financing and small business loans lending space with AUM over 4000cr.,Rajendra Setia,"IIFL Wealth, TPG Growth, Norwest Venture Partners",$53000000,Series F,
297,Eggoz,2017.0,Gurugram,Food & Beverages,Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.,"Abhishek Negi, Uttam Kumar, Aditya Singh, Pankaj Pandey","Nabventures, Avaana Capital",$3500000,Series A,
298,Fabriclore,2016.0,Jaipur,Apparel & Fashion,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",$700000,Pre-series A,
299,Veefin,2010.0,Mumbai,Information Technology & Services,"Veefin is the world leader in contextual SCF and digital lending solution adopting user-led design, data and analytics, built by bankers for bankers.","Gautam Udani, Raja Debnath",Rajesh Rajendran,$3000000,,
300,Verandah,2011.0,Mumbai,Apparel & Fashion,Verandah is a conscious luxury travel brand retailing amongst the luxury resort wear space with design roots.,Anjali Patel Mehta,"Mike Novogratz, Neeraj Arora",$1000000,Seed,
301,Karkinos Healthcare,2020.0,Mumbai,Hospital & Health Care,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.","R Venkataramanan, Ravi Kant",Reliance Digital Health,$Undisclosed,,
302,OWO Technologies,2020.0,Gurugram,Food & Beverages,An ecommerce startup offering online beverages and packaged drinking water,"Ajay Changani, Hardev Sahu",,$3000000,Seed,
303,EsportsXO,2020.0,Bangalore,Mobile Games,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle,$1100000,Seed,
304,Zorgers,2013.0,Mohali,Hospital & Health Care,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,"Varun Gupta, Anil Kumar, Abhinav Gupta",Ritu Marya Family Office.,$Undisclosed,,
305,BangDB,2015.0,Bangalore,Computer Software,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,Sachin Sinha,Ten Innovate,$Undisclosed,,
306,Neobank Jupiter,2019.0,Mumbai,Banking,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,Jitendra Gupta,"Tiger Global, Sequoia Capital",$86000000,Series C,
307,Skippi Ice Pops,2021.0,Hyderabad,Food Production,India's First Icepops Brand,Ravi Kabra,Shark Tank India,$130000,,
308,Glii,2020.0,Noida,Dating,India’s finest dating companionship application,Shivam Kaushik,We Founder Circle,"$$100,00",Seed,
309,GlobalBees,2021.0,New Delhi,E-commerce,Globalbees partners with entrepreneurs who have built an online-first business.,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",$111000000,Series B,
310,Mamaearth,2016.0,Gurugram,"Health, Wellness & Fitness",Baby and mother care brand,"Ghazal, Varun Alagh",Sequoia,$37000000,,
311,SecureNow,2011.0,Gurugram,Insurance,SecureNow is an award winning tech-enabled insurance intermediary.,"Kapil Mehta, Abhishek Bondia",Apis Insurtech Fund I,$6000000,Series B,
312,Vendor Infra,2019.0,Gurugram,Construction,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",Rahul Jain,"SK Tripathi, Sanjeev Gupta",$265000,,
313,Hakuna Matata,2006.0,Chennai,Information Technology & Services,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,Gengarajan PV,Hardcastle Petrofer,$1000000,,
314,OneCard,2019.0,Pune,Financial Services,"India's finest and smartest metal credit card, reimagined for the mobile generation.","Rupesh Kumar, Anurag Sinha, Vibhav Hathi","Ocean View Investment, QED Fund",$76000000,,
315,Doubtnut,2016.0,Gurugram,EdTech,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","Aditya Shankar, Tanushree Nagori","Omidyar Network, Tencent Holdings","$30,000,000",Series B,
316,Hubhopper,2015.0,New Delhi,Podcast,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",Gautam Raj Anand,"ITI Growth Opportunities Fund, Unit-E Ventures",Undisclosed,,
317,Infra.Market,2016.0,Thane,Construction,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Aaditya Sharda, Souvik Sengupta","InnoVen Capital, Nexus Venture Partners","$100,000,000",Series C,
318,Comofi Medtech,2017.0,Bangalore,HeathTech,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies","Satish Kalme, Kubasad Gururaj",CIIE.CO,"$200,000",,
319,Battery Smart,2019.0,New Delhi,Battery,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,"Pulkit Khurana, Siddharth Sikka",Orios Venture Partners,Undisclosed,Seed,
320,Kutuki,2017.0,Bangalore,EdTech,Kutuki is a learning platform focused on children between the ages of three and seven.,"Bharath Bevinahally, Sneha Sundaram",Omidyar Network India,"$2,000,000",Seed,
321,Onelife,2019.0,Mumbai,Healthcare,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Gaurav Aggarwal,Wipro venture capital arm,Undisclosed,,
322,Eupheus,2017.0,New Delhi,EdTech,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri","Yuj Ventures, Sixth Sense Ventures","$4,000,000",Series B,
323,KreditBee,2018.0,Bangalore,FinTech,KreditBee is an Instant Personal Loan Platform for Young Professionals.,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital","$75,000,000",Series C,
324,Pencil,2019.0,Mumbai,Content publishing,Pencil is a content publishing platform that enables writers to publish their work for free.,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners","$1,000,000",Pre-series A,
325,Aisle,2014.0,Bangalore,Dating,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,Able Joseph,"Anas Rahman Junaid, Vinod Jose",Undisclosed,Pre-series A,
326,Marquee Equity,2016.0,Mumbai,FinTech,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,Ash Narain,"Capital One, Arrowroot Capital","$3,800,000",,
327,UptimeAI,2016.0,Bangalore,AI startup,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures","Jagadish Gattu, Vamsi Yalamanchili",YourNest Venture Capital,"$1,500,000",Seed,
328,WizKlub,2018.0,Bangalore,EdTech,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Amit Bansal,Incubate Fund India,"$800,000",Pre-series A,
329,Zolve,2020.0,Bangalore,FinTech,Zolve Innovations operates as a neo-banking startup.,Raghunandan G,"Kunal Shah, Greg Kidd","$15,000,000",Seed,
330,MediBuddy,2000.0,Bangalore,EdTech,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Satish Kannan,"InnoVen Capital, TEAMFund","$3,000,000",Debt,
331,Pariksha,2015.0,Pune,EdTech,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund","$2,000,000",Pre-series A,
332,Express Stores,2019.0,Gurugram,E-commerce,Express Stores is a retail and omnichannel startup company,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal","$1,000,000",Seed,
333,Avataar Ventures,2019.0,Bangalore,FinTech,Avataar Venture Partners is a growth Capital Investment Firm.,Mohan Kumar,,"$100,000,000",,
334,Zingbus,2019.0,Haryana,Transportation,Zingbus is an emerging brand in the intercity bus services.,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund",Undisclosed,Pre-series A,
335,Phable,2017.0,Bangalore,HealthTech,Mobile App for Patients and Doctors,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha","Fresco Capital, Social Starts","$12,000,000",Series A,
336,Codingal,2020.0,Bangalore,EdTech,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners",Undisclosed,,
337,Supply6,2018.0,Bangalore,Helathcare,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund","$100,000",Seed,
