,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
614,Rusk Media,2019.0,Delhi,Digital Media,It creates video content,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",,Seed Round,
615,Bold Care,2019.0,Mumbai,Health & Wellness,Digital platform that offers sexologist consultations for  men,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",,Pre-seed Round,
616,Samosa Party,2017.0,Bangalore,Food,Provides quality Indian Snacks,Amit Nanwani,Inflection Point Ventures,,,
617,High Street Essentials,2012.0,New Delhi,Ecommerce,The parent company of women's fashion brands FabAlley and Indya,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",2743000.0,Pre series C,
618,Byju's,2011.0,Bangalore,Edtech,Provides online learning classes,Byju Raveendran,BOND,,,
619,Slice,2016.0,Bangalore,Fintech,A financial platform for youngsters,Rajan Bajaj,Gunosy,6082000.0,Pre series B,
620,Bombay Play,,Bangalore,Gaming,It designs and creates online multiplayer games,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",1500000.0,Pre series A,
621,Fullife,2011.0,Mumbai,Healthtech,It sells sports nutrition supplements through a brand called Fast&Up,Varun Khanna,Amansa Capital,6609000.0,,
622,Oziva,2016.0,,Nutrition,Clean Label Active Nutrition Brand,"Aarti Gill, Mihir Gadani",Matrix Partners,5000000.0,Series A,
623,Aye Finance,2014.0,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",27700000.0,Series E,
624,Aether Biomedical,2016.0,Delhi,Medtech,"Medical robotics startup, focussed on developing rehabilitation devices","Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,,Seed Investment,
625,91springboard,2012.0,Delhi,Coworking,It offers collaborative workspace with varied amenities,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0,,
626,Yulu,,,Micro-mobiity,The electric and scooter rental startup,Amit Gupta,Rocketship,3964000.0,,
627,Milkbasket,2015.0,Gurugram,Logistics,Hyperlocal delivery service startup,Anant Goel,Inflection Point Ventures,5500000.0,,
628,MergerDomo,2018.0,Noida,Marketplace,Global online corporate deal sourcing and consulting marketplace,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors",197000.0,,
629,GoMechanic,2016.0,Delhi,Auto-tech,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,,Series B,
630,Milk Mantra,2009.0,Odisha,Food,Produces Dairy Products,Srikumar Misra,US International Development Finance Corporation,10000000.0,,
631,Myglamm,2015.0,Mumbai,Beauty,On-demand beauty services provider,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",4327000.0,,
632,Drishti Technologies,,Bangalore,AI,"AI-based video analytics, data, and insights bring benefits to manufacturers",Prasad Akella,Sozo Ventures,25000000.0,Series B,
633,Instasolv,2019.0,Noida,Edtech,It is a doubt-solving app for students from Class 6 to 12,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,2000000.0,Pre series A,
634,GoldenPi,2017.0,Bangalore,Fintech,An online aggregator of bonds and debentures available in the secondary market,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,459000.0,,
635,Peppermint,2020.0,,Robotics,Industrial robotics startup,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,",,Seed Round,
636,Sarva,,Mumbai,Yoga & wellness,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,Shikhar Dhawan,,,
637,Jai Kisan,2017.0,Mumbai,Fintech,A platform that caters the need of customers in rural areas,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",3937000.0,Pre series A,
638,Agro2o,,New Delhi,Agritech,It develops products focused on making hydroponics-based farming,Yash Vyas,Mumbai Angels Network,,,
639,LetsTransport,2015.0,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,1313500.0,,
640,GabbarDeals,,Pune,Ecommerce,Online-to-Offline platforms for mobile phones & accessories,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,,,
641,Crimson Healthcare,2015.0,Delhi,Med Tech,It innovates cutting edge solutions for various problems in the healthcare system,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,229800.0,,
642,Biomoneta,,Bangalore,Life sciences,It develops germicidal technologies,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",,Seed Round,
643,Edvizo,,Bangalore,Edtech,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",Ravi Nishant,Inflection Point Ventures,150000.0,Seed Round,
644,Servify,,Mumbai,SaaS,Operates device management and support platform,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",11370000.0,Series C,
645,Drum Food,,Mumbai,Food,It runs yoghurt brand Epigamia,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",5305000.0,,
646,Innoviti,2002.0,Bangalore,SaaS,Digital payments solutions company,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",,Series C,
647,Jiffy ai,2018.0,,AI,Enterprise automation startup,Babu Sivadasan,Nexus Venture Partners,18000000.0,Series A,
648,Postman,2014.0,,Tech,API development platform startup,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,150000000.0,Series C,
649,F5,2018.0,,Retail Aggregator,It provides opportunities for its partner vendors to upsell and cross-sell their products.,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,,,
650,Waycool,2015.0,Chennai,Agritech,Food development and distribution services,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,5500000.0,Series C,
651,Myelin Foundry,2019.0,,Deep Tech AI,"It builds AI based algorithms on video, voice and sensor","Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,,,
652,Ameliorate Biotech,,Bangalore,Biotech,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.","Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",264000.0,Angel Round,
653,Hapramp,2018.0,Gurugram,Blockchain,Startup working on technologies like blockchain and social media,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,1000000.0,,
654,MyKaam,2016.0,Bangalore,HrTech,Online job searching and recruiting platform,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",,,
655,HealthPlix,2016.0,Bangalore,Healthtech,It provides clinical software for doctors,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,
656,YoloBus,2019.0,Gurugram,Mobility/Transport,Intercity bus service startup,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,3300000.0,Series A,
657,iNurture Education,,,Edtech,"It provides a conducive and healthy teaching, learning environment",Ashwin Ajila,Kimera Ltd,4000000.0,,
658,Pocket52,2017.0,Bangalore,Gaming,An online poker playing platform,Nitesh Salvi,Gameskraft,1750000.0,Series A,
659,QuaQua,2016.0,Hyderabad,Travel,Virtual travel guide platform,"Purav Shah, Sandesh Reddy",Anthill Ventures,1000000.0,,
660,Crofarm,2016.0,Delhi,Agritech,Supply chain that supports farmers and provides businesses with freshest produce,"Prashant Jain, Varun Khurana",Smile group,1000000.0,,
661,Timios,,Bangalore,Foodtech,Provides healthy snacks for kids,Aswani Chaitanya,Rangsons Technologies,,Pre series A,
662,Wooden Street,2015.0,Jaipur,Ecommerce,It enables to order custom furniture online,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,3000000.0,Series A,
663,BankBazaar,2008.0,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,5967000.0,Series D1,
664,Rentmojo,2012.0,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,,
665,Credgencies,2018.0,,AI & Debt,Tech-enabled platform for resolution of non-performing assets,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,,Seed Round,
666,Knorish,,Delhi,SaaS/Edtech,All-in-one knowledge commerce SaaS platform,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,323000.0,Pre series A,
667,LetsTransport,2015.0,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,1326000.0,,
668,Vahak,2017.0,,Transport,It enables logistic companies to conncet with transporters,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",,Seed Round,
669,Nutrova,2013.0,Mumbai,Nutrition,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",Akshay Pai,DSG Consumer Partners,,Pre series A,
670,Cube Wealth,2018.0,Mumbai,SaaS,A digital wealth management services,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",500000.0,Mid series,
671,IVF Access,2019.0,Bangalore,Healthtech,It provdes IVF treatments,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,5000000.0,Series A,
672,Hoi Foods,2017.0,Delhi,Foodtech,Quality food solution,Indrajeet Roy,Crowd Fund,2000000.0,Pre series A,
673,Ola Financial Services,,Bangalore,Fintech,It operates Ola Money,Bhavish Aggarwal,Matrix Partners,27000000.0,Series A,
674,Awifs,2015.0,Delhi,Co-working,Provides office space solutions,Amit Ramani,"Bisque Limited, Link Investment Trust.",5200000.0,,
675,Dunzo,2014.0,Bangalore,Logistics,India-based hyperlocal delivery startup,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,55000000.0,,
676,Swiflearn,2019.0,Gurugram,Edtech,Learning platform for K-10 students looking for personalised learning,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",,Seed Round,
677,Remedo,2017.0,Delhi,Healthtech,The platform connects doctors with patients,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,,Pre series A,
678,Blowhorn,2014.0,Bangalore,Logistics,Tech platform that connects logistics service seekers with mini-truck drivers,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,,,
679,Toch,,Mumbai,AI,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos","Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",1000000.0,Pre series A,
680,Gram Cover,,Noida,Insurtech,It provides insurance products in rural areas,Jatin Singh,"EMVC, Flourish, Omidyar Network India",,Pre series A,
681,Coin DCX,2018.0,Mumbai,Cryptocurrency,Hybrid crypto exchange platform,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital,2500000.0,,
682,HomeCapital,,Mumbai,Fintech,Home Down Payment Assistance Program,Lalit Menghani,Varanium NexGen Fund,,,
683,Euler Motors,,Delhi,Automotive tech,Startup focusses on electric vehicles,Saurav Kumar,Inventus III India Fund,2530000.0,Series A,
684,Riskcovry,2018.0,Mumbai,Insurtech,Offers various insurance products,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",,Pre series A,
685,NWNT (No Worry No Tension Healthcare),,Delhi,Healthtech,Mental healthtech startup,Sandeep Vohra,Amit Burman,,Pre series A,
686,Voicezen,,Gurugram,AI,Conversational AI startup,Anurba Nath,Bharti Airtel,,,
687,Leap Club,,Gurugram,,Community led professional network for women,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0,Pre seed round,
688,Credit Mantri,2012.0,Chennai,Fintech,Offers free credit score and a detailed credit analysis report,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",792000.0,,
689,Xtracap,,Gurugram,Fintech,"Offers online payment solution,schemes, order management, insurance etc.,",Mohammed Riaz,Angel Investors,1000000.0,,
690,Tring,2019.0,Mumbai,Media,Celebrity engagement platform,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",,,
691,Vakilsearch,2010.0,Chennai,Legal,"Online platform for legal, tax and compliance services",Hrishikesh Datar,Sujeet Kumar,,,
692,Khatabook,,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,B Capital Group,60000000.0,Series B,
693,LendingKart,2014.0,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",11363000.0,Series D,
694,Illumnus,,,Edtech,Offers Collaborative learning management system for educational institutions,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,100000.0,Seed Round,
695,LetsTransport,2015.0,Bangalore,Logitech,Offers techno logistics solutions,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,1715000.0,,
696,Eggoz,2017.0,Bihar,Agritech,"Provides technology backed, deep integration services to egg farmers",Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0,Seed Round,
697,Winuall,2018.0,Bangalore,Edtech,It helps coaching institutes in digitization,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",,,
698,Indian School Finance Company,,Hyderabad,Fintech,NBFC that provides funding to education system,,Gray Matters Capital,5271000.0,Seed Round,
699,Juicy Chemistry,2014.0,,,It focuses on organic based skincare products,Pritesh Asher,Akya Ventures,650000.0,Series A,
700,DeepTek,2018.0,Pune,Healthtech,AI enabled radiology platform,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,,,
701,Stepathlon Lifestyle,2012.0,Mumbai,Fitness,It organises corporate wellness programs,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",,,
702,Sindhuja Microcredit,2018.0,Noida,Fintech,It provides financial services to self employed women entrepreneurs,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,8700000.0,,
703,Rentmojo,2012.0,Bangalore,Rental,"Rental platform for furniture, appliances & electronics",Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",3226000.0,,
704,Tesco Charge Zone,,Gujarat,EV,Operates electric vehicle charging zone,Kartikey Hariyani,Mumbai Angels Network,,,
705,Intello Labs,2016.0,Gurugram,"Supply chain, Agritech",Standardisation and Quality control of fruits & vegetables,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,5900000.0,Series A,
706,SirionLabs,2012.0,Gurugram,SaaS,"Provides procurement, outsourcing services & contract management software",Ajay Agrawal,"Tiger Global, Avatar Growth Capital",44000000.0,Series C,
707,Magicpin,2015.0,Gurugram,,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,3879000.0,,
708,GroCurv,2019.0,Gurugram,B2B,"It offers a wide range of business related services like Branding, marketing, sales etc.,","Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,,Seed Round,
709,Refrens,2019.0,Bangalore,SaaS,"Offers a free invoicing, payments and expense management system","Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1000000.0,Seed Round,
710,Shiprocket,2017.0,,Logitech,Tech enabled logistics aggregator,Saahil Goel,"Tribe Capital, Innoven Capital, BII",13000000.0,Series C,
711,Spyne,,Gurugram,AI,Helps online businesses with visual content,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",,Pre series A,
712,Nykaa,2012.0,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview capital,8800000.0,,
713,Docsapp,2015.0,Bangalore,Healthtech,Online doctor consultation app,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",9500000.0,,
714,Phable,2018.0,,Healthtech,"It creates an engagement loop between doctors, hospitals, and patients via its app","Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,1000000.0,Pre series A,
715,Generic Aadhaar,,,Pharma,It provides a platform for entrepreneurs to access generic  medicine at low cost,Arjun Deshpande,Ratan Tata,,,
716,Nium,,,Fintech,Open global money platform,Prajit Nanu,"VisaVentures, BRI Ventures",,,
717,Mintoak,,Mumbai,Fintech,Merchant payment solutions startup,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,2000000.0,Pre series A,
718,VestSpace,2018.0,Pune,Spacetech,It builds small satellite paltforms,Arun Kumar Sureban,Next Capital,10000000.0,,
719,Blackbuck,2015.0,Bangalore,Logistics,Provides trucking services,Rajesh Yabaji,Trifecta Venture,,,
720,Vernacular ai,2016.0,Bangalore,AI,It offers Multiligual AI platform,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",5100000.0,Series A,
721,Clover,,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,920000.0,,
